,County,FIPS,Population,State,State Abbreviation,Year
5019,fayette,18041,24277,indiana,IN,2010
5020,fayette,18041,24150,indiana,IN,2011
5021,fayette,18041,23950,indiana,IN,2012
5022,fayette,18041,23829,indiana,IN,2013
5023,fayette,18041,23443,indiana,IN,2014
5024,fayette,18041,23391,indiana,IN,2015
5025,fayette,18041,23257,indiana,IN,2016
5026,floyd,18043,74578,indiana,IN,2010
5027,floyd,18043,74975,indiana,IN,2011
5028,floyd,18043,75252,indiana,IN,2012
5029,floyd,18043,76007,indiana,IN,2013
5030,floyd,18043,76083,indiana,IN,2014
5031,floyd,18043,76519,indiana,IN,2015
5032,floyd,18043,76723,indiana,IN,2016
5033,fountain,18045,17240,indiana,IN,2010
5034,fountain,18045,17158,indiana,IN,2011
5035,fountain,18045,17119,indiana,IN,2012
5036,fountain,18045,16885,indiana,IN,2013
5037,fountain,18045,16694,indiana,IN,2014
5038,fountain,18045,16537,indiana,IN,2015
5039,fountain,18045,16477,indiana,IN,2016
5040,franklin,18047,23087,indiana,IN,2010
5041,franklin,18047,23031,indiana,IN,2011
5042,franklin,18047,23024,indiana,IN,2012
5043,franklin,18047,22962,indiana,IN,2013
5044,franklin,18047,22956,indiana,IN,2014
5045,franklin,18047,22913,indiana,IN,2015
5046,franklin,18047,22725,indiana,IN,2016
5047,fulton,18049,20836,indiana,IN,2010
5048,fulton,18049,20730,indiana,IN,2011
5049,fulton,18049,20635,indiana,IN,2012
5050,fulton,18049,20445,indiana,IN,2013
5051,fulton,18049,20512,indiana,IN,2014
5052,fulton,18049,20329,indiana,IN,2015
5053,fulton,18049,20137,indiana,IN,2016
5054,gibson,18051,33503,indiana,IN,2010
5055,gibson,18051,33517,indiana,IN,2011
5056,gibson,18051,33524,indiana,IN,2012
5057,gibson,18051,33481,indiana,IN,2013
5058,gibson,18051,33723,indiana,IN,2014
5059,gibson,18051,33622,indiana,IN,2015
5060,gibson,18051,33579,indiana,IN,2016
5061,grant,18053,70061,indiana,IN,2010
5062,grant,18053,69639,indiana,IN,2011
5063,grant,18053,69118,indiana,IN,2012
5064,grant,18053,68893,indiana,IN,2013
5065,grant,18053,68371,indiana,IN,2014
5066,grant,18053,67519,indiana,IN,2015
5067,grant,18053,66802,indiana,IN,2016
5068,greene,18055,33165,indiana,IN,2010
5069,greene,18055,33018,indiana,IN,2011
5070,greene,18055,32928,indiana,IN,2012
5071,greene,18055,32728,indiana,IN,2013
5072,greene,18055,32629,indiana,IN,2014
5073,greene,18055,32399,indiana,IN,2015
5074,greene,18055,32223,indiana,IN,2016
5075,hamilton,18057,274569,indiana,IN,2010
5076,hamilton,18057,283273,indiana,IN,2011
5077,hamilton,18057,289599,indiana,IN,2012
5078,hamilton,18057,296789,indiana,IN,2013
5079,hamilton,18057,302828,indiana,IN,2014
5080,hamilton,18057,308774,indiana,IN,2015
5081,hamilton,18057,316296,indiana,IN,2016
5082,hancock,18059,70002,indiana,IN,2010
5083,hancock,18059,70341,indiana,IN,2011
5084,hancock,18059,70567,indiana,IN,2012
5085,hancock,18059,70969,indiana,IN,2013
5086,hancock,18059,71749,indiana,IN,2014
5087,hancock,18059,72398,indiana,IN,2015
5088,hancock,18059,73781,indiana,IN,2016
5089,harrison,18061,39364,indiana,IN,2010
5090,harrison,18061,39175,indiana,IN,2011
5091,harrison,18061,38998,indiana,IN,2012
5092,harrison,18061,38988,indiana,IN,2013
5093,harrison,18061,39166,indiana,IN,2014
5094,harrison,18061,39521,indiana,IN,2015
5095,harrison,18061,39679,indiana,IN,2016
5096,hendricks,18063,145448,indiana,IN,2010
5097,hendricks,18063,148531,indiana,IN,2011
5098,hendricks,18063,150557,indiana,IN,2012
5099,hendricks,18063,153405,indiana,IN,2013
5100,hendricks,18063,155717,indiana,IN,2014
5101,hendricks,18063,157709,indiana,IN,2015
5102,hendricks,18063,160336,indiana,IN,2016
5103,henry,18065,49462,indiana,IN,2010
5104,henry,18065,49215,indiana,IN,2011
5105,henry,18065,49113,indiana,IN,2012
5106,henry,18065,48850,indiana,IN,2013
5107,henry,18065,48892,indiana,IN,2014
5108,henry,18065,48664,indiana,IN,2015
5109,henry,18065,48364,indiana,IN,2016
5110,howard,18067,82752,indiana,IN,2010
5111,howard,18067,82775,indiana,IN,2011
5112,howard,18067,82807,indiana,IN,2012
5113,howard,18067,82707,indiana,IN,2013
5114,howard,18067,82563,indiana,IN,2014
5115,howard,18067,82314,indiana,IN,2015
5116,howard,18067,82339,indiana,IN,2016
5117,huntington,18069,37124,indiana,IN,2010
5118,huntington,18069,37161,indiana,IN,2011
5119,huntington,18069,36975,indiana,IN,2012
5120,huntington,18069,36774,indiana,IN,2013
5121,huntington,18069,36603,indiana,IN,2014
5122,huntington,18069,36518,indiana,IN,2015
5123,huntington,18069,36368,indiana,IN,2016
5124,jackson,18071,42376,indiana,IN,2010
5125,jackson,18071,42938,indiana,IN,2011
5126,jackson,18071,42999,indiana,IN,2012
5127,jackson,18071,43455,indiana,IN,2013
5128,jackson,18071,43719,indiana,IN,2014
5129,jackson,18071,43902,indiana,IN,2015
5130,jackson,18071,43933,indiana,IN,2016
5131,jasper,18073,33478,indiana,IN,2010
5132,jasper,18073,33419,indiana,IN,2011
5133,jasper,18073,33489,indiana,IN,2012
5134,jasper,18073,33421,indiana,IN,2013
5135,jasper,18073,33502,indiana,IN,2014
5136,jasper,18073,33481,indiana,IN,2015
5137,jasper,18073,33389,indiana,IN,2016
5138,jay,18075,21253,indiana,IN,2010
5139,jay,18075,21332,indiana,IN,2011
5140,jay,18075,21346,indiana,IN,2012
5141,jay,18075,21268,indiana,IN,2013
5142,jay,18075,21140,indiana,IN,2014
5143,jay,18075,21141,indiana,IN,2015
5144,jay,18075,21040,indiana,IN,2016
5145,jefferson,18077,32428,indiana,IN,2010
5146,jefferson,18077,32283,indiana,IN,2011
5147,jefferson,18077,32450,indiana,IN,2012
5148,jefferson,18077,32404,indiana,IN,2013
5149,jefferson,18077,32410,indiana,IN,2014
5150,jefferson,18077,32313,indiana,IN,2015
5151,jefferson,18077,32249,indiana,IN,2016
5152,jennings,18079,28525,indiana,IN,2010
5153,jennings,18079,28151,indiana,IN,2011
5154,jennings,18079,28139,indiana,IN,2012
5155,jennings,18079,28222,indiana,IN,2013
5156,jennings,18079,27910,indiana,IN,2014
5157,jennings,18079,27822,indiana,IN,2015
5158,jennings,18079,27622,indiana,IN,2016
5159,johnson,18081,139654,indiana,IN,2010
5160,johnson,18081,141720,indiana,IN,2011
5161,johnson,18081,143442,indiana,IN,2012
5162,johnson,18081,145403,indiana,IN,2013
5163,johnson,18081,147017,indiana,IN,2014
5164,johnson,18081,148935,indiana,IN,2015
5165,johnson,18081,151543,indiana,IN,2016
5166,knox,18083,38440,indiana,IN,2010
5167,knox,18083,38463,indiana,IN,2011
5168,knox,18083,37967,indiana,IN,2012
5169,knox,18083,38046,indiana,IN,2013
5170,knox,18083,37958,indiana,IN,2014
5171,knox,18083,37759,indiana,IN,2015
5172,knox,18083,37542,indiana,IN,2016
5173,kosciusko,18085,77358,indiana,IN,2010
5174,kosciusko,18085,77372,indiana,IN,2011
5175,kosciusko,18085,77747,indiana,IN,2012
5176,kosciusko,18085,78066,indiana,IN,2013
5177,kosciusko,18085,78605,indiana,IN,2014
5178,kosciusko,18085,78794,indiana,IN,2015
5179,kosciusko,18085,78927,indiana,IN,2016
5180,lagrange,18087,37128,indiana,IN,2010
5181,lagrange,18087,37459,indiana,IN,2011
5182,lagrange,18087,37653,indiana,IN,2012
5183,lagrange,18087,38081,indiana,IN,2013
5184,lagrange,18087,38443,indiana,IN,2014
5185,lagrange,18087,38638,indiana,IN,2015
5186,lagrange,18087,39133,indiana,IN,2016
5187,lake,18089,496005,indiana,IN,2010
5188,lake,18089,494884,indiana,IN,2011
5189,lake,18089,493345,indiana,IN,2012
5190,lake,18089,491765,indiana,IN,2013
5191,lake,18089,491156,indiana,IN,2014
5192,lake,18089,488316,indiana,IN,2015
5193,lake,18089,486592,indiana,IN,2016
5194,laporte,18091,111467,indiana,IN,2010
5195,laporte,18091,111309,indiana,IN,2011
5196,laporte,18091,111290,indiana,IN,2012
5197,laporte,18091,111414,indiana,IN,2013
5198,laporte,18091,111717,indiana,IN,2014
5199,laporte,18091,110825,indiana,IN,2015
5200,laporte,18091,110208,indiana,IN,2016
5201,lawrence,18093,46134,indiana,IN,2010
5202,lawrence,18093,46130,indiana,IN,2011
5203,lawrence,18093,46101,indiana,IN,2012
5204,lawrence,18093,45882,indiana,IN,2013
5205,lawrence,18093,45646,indiana,IN,2014
5206,lawrence,18093,45577,indiana,IN,2015
5207,lawrence,18093,45575,indiana,IN,2016
5208,madison,18095,131636,indiana,IN,2010
5209,madison,18095,130982,indiana,IN,2011
5210,madison,18095,130167,indiana,IN,2012
5211,madison,18095,130276,indiana,IN,2013
5212,madison,18095,129718,indiana,IN,2014
5213,madison,18095,129390,indiana,IN,2015
5214,madison,18095,129325,indiana,IN,2016
5215,marion,18097,903393,indiana,IN,2010
5216,marion,18097,911195,indiana,IN,2011
5217,marion,18097,919453,indiana,IN,2012
5218,marion,18097,929722,indiana,IN,2013
5219,marion,18097,935745,indiana,IN,2014
5220,marion,18097,940235,indiana,IN,2015
5221,marion,18097,944034,indiana,IN,2016
5222,marshall,18099,47051,indiana,IN,2010
5223,marshall,18099,46928,indiana,IN,2011
5224,marshall,18099,46932,indiana,IN,2012
5225,marshall,18099,46910,indiana,IN,2013
5226,marshall,18099,46938,indiana,IN,2014
5227,marshall,18099,46761,indiana,IN,2015
5228,marshall,18099,46652,indiana,IN,2016
5229,martin,18101,10334,indiana,IN,2010
5230,martin,18101,10332,indiana,IN,2011
5231,martin,18101,10312,indiana,IN,2012
5232,martin,18101,10229,indiana,IN,2013
5233,martin,18101,10235,indiana,IN,2014
5234,martin,18101,10215,indiana,IN,2015
5235,martin,18101,10202,indiana,IN,2016
5236,miami,18103,36903,indiana,IN,2010
5237,miami,18103,36649,indiana,IN,2011
5238,miami,18103,36536,indiana,IN,2012
5239,miami,18103,36171,indiana,IN,2013
5240,miami,18103,36078,indiana,IN,2014
5241,miami,18103,36012,indiana,IN,2015
5242,miami,18103,36067,indiana,IN,2016
5243,monroe,18105,137974,indiana,IN,2010
5244,monroe,18105,140102,indiana,IN,2011
5245,monroe,18105,141274,indiana,IN,2012
5246,monroe,18105,141873,indiana,IN,2013
5247,monroe,18105,143405,indiana,IN,2014
5248,monroe,18105,144225,indiana,IN,2015
5249,monroe,18105,145692,indiana,IN,2016
5250,montgomery,18107,38124,indiana,IN,2010
5251,montgomery,18107,38335,indiana,IN,2011
5252,montgomery,18107,38175,indiana,IN,2012
5253,montgomery,18107,38133,indiana,IN,2013
5254,montgomery,18107,38161,indiana,IN,2014
5255,montgomery,18107,38298,indiana,IN,2015
5256,montgomery,18107,38323,indiana,IN,2016
5257,morgan,18109,68894,indiana,IN,2010
5258,morgan,18109,69232,indiana,IN,2011
5259,morgan,18109,69177,indiana,IN,2012
5260,morgan,18109,69347,indiana,IN,2013
5261,morgan,18109,69498,indiana,IN,2014
5262,morgan,18109,69551,indiana,IN,2015
5263,morgan,18109,69557,indiana,IN,2016
5264,newton,18111,14244,indiana,IN,2010
5265,newton,18111,14088,indiana,IN,2011
5266,newton,18111,14046,indiana,IN,2012
5267,newton,18111,14024,indiana,IN,2013
5268,newton,18111,14091,indiana,IN,2014
5269,newton,18111,13984,indiana,IN,2015
5270,newton,18111,14049,indiana,IN,2016
5271,noble,18113,47536,indiana,IN,2010
5272,noble,18113,47309,indiana,IN,2011
5273,noble,18113,47213,indiana,IN,2012
5274,noble,18113,47267,indiana,IN,2013
5275,noble,18113,47400,indiana,IN,2014
5276,noble,18113,47543,indiana,IN,2015
5277,noble,18113,47442,indiana,IN,2016
5278,ohio,18115,6128,indiana,IN,2010
5279,ohio,18115,6061,indiana,IN,2011
5280,ohio,18115,6063,indiana,IN,2012
5281,ohio,18115,5995,indiana,IN,2013
5282,ohio,18115,5963,indiana,IN,2014
5283,ohio,18115,5882,indiana,IN,2015
5284,ohio,18115,5888,indiana,IN,2016
5285,orange,18117,19840,indiana,IN,2010
5286,orange,18117,19934,indiana,IN,2011
5287,orange,18117,19738,indiana,IN,2012
5288,orange,18117,19826,indiana,IN,2013
5289,orange,18117,19762,indiana,IN,2014
5290,orange,18117,19622,indiana,IN,2015
5291,orange,18117,19481,indiana,IN,2016
5292,owen,18119,21575,indiana,IN,2010
5293,owen,18119,21501,indiana,IN,2011
5294,owen,18119,21379,indiana,IN,2012
5295,owen,18119,21166,indiana,IN,2013
5296,owen,18119,21029,indiana,IN,2014
5297,owen,18119,20831,indiana,IN,2015
5298,owen,18119,20922,indiana,IN,2016
5299,parke,18121,17339,indiana,IN,2010
5300,parke,18121,17089,indiana,IN,2011
5301,parke,18121,17127,indiana,IN,2012
5302,parke,18121,17246,indiana,IN,2013
5303,parke,18121,17245,indiana,IN,2014
5304,parke,18121,16978,indiana,IN,2015
5305,parke,18121,16957,indiana,IN,2016
5306,perry,18123,19338,indiana,IN,2010
5307,perry,18123,19420,indiana,IN,2011
5308,perry,18123,19369,indiana,IN,2012
5309,perry,18123,19418,indiana,IN,2013
5310,perry,18123,19332,indiana,IN,2014
5311,perry,18123,19303,indiana,IN,2015
5312,perry,18123,19010,indiana,IN,2016
5313,pike,18125,12845,indiana,IN,2010
5314,pike,18125,12656,indiana,IN,2011
5315,pike,18125,12679,indiana,IN,2012
5316,pike,18125,12556,indiana,IN,2013
5317,pike,18125,12550,indiana,IN,2014
5318,pike,18125,12458,indiana,IN,2015
5319,pike,18125,12428,indiana,IN,2016
5320,porter,18127,164343,indiana,IN,2010
5321,porter,18127,165527,indiana,IN,2011
5322,porter,18127,165712,indiana,IN,2012
5323,porter,18127,166493,indiana,IN,2013
5324,porter,18127,167192,indiana,IN,2014
5325,porter,18127,167430,indiana,IN,2015
5326,porter,18127,167438,indiana,IN,2016
5327,posey,18129,25910,indiana,IN,2010
5328,posey,18129,25690,indiana,IN,2011
5329,posey,18129,25613,indiana,IN,2012
5330,posey,18129,25559,indiana,IN,2013
5331,posey,18129,25599,indiana,IN,2014
5332,posey,18129,25609,indiana,IN,2015
5333,posey,18129,25632,indiana,IN,2016
5334,pulaski,18131,13402,indiana,IN,2010
5335,pulaski,18131,13233,indiana,IN,2011
5336,pulaski,18131,13014,indiana,IN,2012
5337,pulaski,18131,12943,indiana,IN,2013
5338,pulaski,18131,12919,indiana,IN,2014
5339,pulaski,18131,12800,indiana,IN,2015
5340,pulaski,18131,12611,indiana,IN,2016
5341,putnam,18133,37963,indiana,IN,2010
5342,putnam,18133,37900,indiana,IN,2011
5343,putnam,18133,37704,indiana,IN,2012
5344,putnam,18133,37581,indiana,IN,2013
5345,putnam,18133,37666,indiana,IN,2014
5346,putnam,18133,37500,indiana,IN,2015
5347,putnam,18133,37265,indiana,IN,2016
5348,randolph,18135,26171,indiana,IN,2010
5349,randolph,18135,26021,indiana,IN,2011
5350,randolph,18135,25848,indiana,IN,2012
5351,randolph,18135,25610,indiana,IN,2013
5352,randolph,18135,25313,indiana,IN,2014
5353,randolph,18135,25111,indiana,IN,2015
5354,randolph,18135,25059,indiana,IN,2016
5355,ripley,18137,28818,indiana,IN,2010
5356,ripley,18137,28634,indiana,IN,2011
5357,ripley,18137,28435,indiana,IN,2012
5358,ripley,18137,28285,indiana,IN,2013
5359,ripley,18137,28335,indiana,IN,2014
5360,ripley,18137,28388,indiana,IN,2015
5361,ripley,18137,28408,indiana,IN,2016
5362,rush,18139,17392,indiana,IN,2010
5363,rush,18139,17283,indiana,IN,2011
5364,rush,18139,17107,indiana,IN,2012
5365,rush,18139,16996,indiana,IN,2013
5366,rush,18139,16844,indiana,IN,2014
5367,rush,18139,16709,indiana,IN,2015
5368,rush,18139,16633,indiana,IN,2016
5369,st. joseph,18141,266931,indiana,IN,2010
5370,st. joseph,18141,266667,indiana,IN,2011
5371,st. joseph,18141,266373,indiana,IN,2012
5372,st. joseph,18141,266931,indiana,IN,2013
5373,st. joseph,18141,267733,indiana,IN,2014
5374,st. joseph,18141,268356,indiana,IN,2015
5375,st. joseph,18141,269613,indiana,IN,2016
5376,scott,18143,24181,indiana,IN,2010
5377,scott,18143,23898,indiana,IN,2011
5378,scott,18143,23716,indiana,IN,2012
5379,scott,18143,23747,indiana,IN,2013
5380,scott,18143,23628,indiana,IN,2014
5381,scott,18143,23658,indiana,IN,2015
5382,scott,18143,23707,indiana,IN,2016
5383,shelby,18145,44436,indiana,IN,2010
5384,shelby,18145,44297,indiana,IN,2011
5385,shelby,18145,44274,indiana,IN,2012
5386,shelby,18145,44356,indiana,IN,2013
5387,shelby,18145,44367,indiana,IN,2014
5388,shelby,18145,44349,indiana,IN,2015
5389,shelby,18145,44228,indiana,IN,2016
5390,spencer,18147,20952,indiana,IN,2010
5391,spencer,18147,20968,indiana,IN,2011
5392,spencer,18147,20784,indiana,IN,2012
5393,spencer,18147,20761,indiana,IN,2013
5394,spencer,18147,20761,indiana,IN,2014
5395,spencer,18147,20641,indiana,IN,2015
5396,spencer,18147,20493,indiana,IN,2016
5397,starke,18149,23363,indiana,IN,2010
5398,starke,18149,23165,indiana,IN,2011
5399,starke,18149,23155,indiana,IN,2012
5400,starke,18149,23136,indiana,IN,2013
5401,starke,18149,22952,indiana,IN,2014
5402,starke,18149,22855,indiana,IN,2015
5403,starke,18149,22992,indiana,IN,2016
5404,steuben,18151,34185,indiana,IN,2010
5405,steuben,18151,34099,indiana,IN,2011
5406,steuben,18151,34184,indiana,IN,2012
5407,steuben,18151,34392,indiana,IN,2013
5408,steuben,18151,34518,indiana,IN,2014
5409,steuben,18151,34514,indiana,IN,2015
5410,steuben,18151,34388,indiana,IN,2016
5411,sullivan,18153,21475,indiana,IN,2010
5412,sullivan,18153,21221,indiana,IN,2011
5413,sullivan,18153,21205,indiana,IN,2012
5414,sullivan,18153,21140,indiana,IN,2013
5415,sullivan,18153,20999,indiana,IN,2014
5416,sullivan,18153,20878,indiana,IN,2015
5417,sullivan,18153,20737,indiana,IN,2016
5418,switzerland,18155,10613,indiana,IN,2010
5419,switzerland,18155,10610,indiana,IN,2011
5420,switzerland,18155,10441,indiana,IN,2012
5421,switzerland,18155,10577,indiana,IN,2013
5422,switzerland,18155,10552,indiana,IN,2014
5423,switzerland,18155,10614,indiana,IN,2015
5424,switzerland,18155,10647,indiana,IN,2016
5425,tippecanoe,18157,172780,indiana,IN,2010
5426,tippecanoe,18157,175553,indiana,IN,2011
5427,tippecanoe,18157,178429,indiana,IN,2012
5428,tippecanoe,18157,181361,indiana,IN,2013
5429,tippecanoe,18157,183705,indiana,IN,2014
5430,tippecanoe,18157,186076,indiana,IN,2015
5431,tippecanoe,18157,188674,indiana,IN,2016
5432,tipton,18159,15936,indiana,IN,2010
5433,tipton,18159,15811,indiana,IN,2011
5434,tipton,18159,15655,indiana,IN,2012
5435,tipton,18159,15541,indiana,IN,2013
5436,tipton,18159,15392,indiana,IN,2014
5437,tipton,18159,15235,indiana,IN,2015
5438,tipton,18159,15154,indiana,IN,2016
5439,union,18161,7516,indiana,IN,2010
5440,union,18161,7495,indiana,IN,2011
5441,union,18161,7351,indiana,IN,2012
5442,union,18161,7307,indiana,IN,2013
5443,union,18161,7249,indiana,IN,2014
5444,union,18161,7200,indiana,IN,2015
5445,union,18161,7168,indiana,IN,2016
5446,vanderburgh,18163,179703,indiana,IN,2010
5447,vanderburgh,18163,180434,indiana,IN,2011
5448,vanderburgh,18163,181097,indiana,IN,2012
5449,vanderburgh,18163,181720,indiana,IN,2013
5450,vanderburgh,18163,182128,indiana,IN,2014
5451,vanderburgh,18163,181917,indiana,IN,2015
5452,vanderburgh,18163,181775,indiana,IN,2016
5453,vermillion,18165,16212,indiana,IN,2010
5454,vermillion,18165,16068,indiana,IN,2011
5455,vermillion,18165,15921,indiana,IN,2012
5456,vermillion,18165,15852,indiana,IN,2013
5457,vermillion,18165,15657,indiana,IN,2014
5458,vermillion,18165,15594,indiana,IN,2015
5459,vermillion,18165,15611,indiana,IN,2016
5460,vigo,18167,107848,indiana,IN,2010
5461,vigo,18167,108275,indiana,IN,2011
5462,vigo,18167,108437,indiana,IN,2012
5463,vigo,18167,108116,indiana,IN,2013
5464,vigo,18167,107842,indiana,IN,2014
5465,vigo,18167,107473,indiana,IN,2015
5466,vigo,18167,107669,indiana,IN,2016
5467,wabash,18169,32888,indiana,IN,2010
5468,wabash,18169,32569,indiana,IN,2011
5469,wabash,18169,32386,indiana,IN,2012
5470,wabash,18169,32268,indiana,IN,2013
5471,wabash,18169,32106,indiana,IN,2014
5472,wabash,18169,31870,indiana,IN,2015
5473,wabash,18169,31551,indiana,IN,2016
5474,warren,18171,8508,indiana,IN,2010
5475,warren,18171,8464,indiana,IN,2011
5476,warren,18171,8385,indiana,IN,2012
5477,warren,18171,8363,indiana,IN,2013
5478,warren,18171,8335,indiana,IN,2014
5479,warren,18171,8271,indiana,IN,2015
5480,warren,18171,8174,indiana,IN,2016
5481,warrick,18173,59689,indiana,IN,2010
5482,warrick,18173,60180,indiana,IN,2011
5483,warrick,18173,60320,indiana,IN,2012
5484,warrick,18173,60831,indiana,IN,2013
5485,warrick,18173,60947,indiana,IN,2014
5486,warrick,18173,61548,indiana,IN,2015
5487,warrick,18173,62049,indiana,IN,2016
5488,washington,18175,28262,indiana,IN,2010
5489,washington,18175,28205,indiana,IN,2011
5490,washington,18175,27923,indiana,IN,2012
5491,washington,18175,27789,indiana,IN,2013
5492,washington,18175,27894,indiana,IN,2014
5493,washington,18175,27777,indiana,IN,2015
5494,washington,18175,27748,indiana,IN,2016
5495,wayne,18177,68917,indiana,IN,2010
5496,wayne,18177,68631,indiana,IN,2011
5497,wayne,18177,68220,indiana,IN,2012
5498,wayne,18177,67782,indiana,IN,2013
5499,wayne,18177,67353,indiana,IN,2014
5500,wayne,18177,66949,indiana,IN,2015
5501,wayne,18177,66591,indiana,IN,2016
5502,wells,18179,27636,indiana,IN,2010
5503,wells,18179,27726,indiana,IN,2011
5504,wells,18179,27696,indiana,IN,2012
5505,wells,18179,27705,indiana,IN,2013
5506,wells,18179,27798,indiana,IN,2014
5507,wells,18179,27835,indiana,IN,2015
5508,wells,18179,27840,indiana,IN,2016
5509,white,18181,24643,indiana,IN,2010
5510,white,18181,24588,indiana,IN,2011
5511,white,18181,24462,indiana,IN,2012
5512,white,18181,24398,indiana,IN,2013
5513,white,18181,24434,indiana,IN,2014
5514,white,18181,24280,indiana,IN,2015
5515,white,18181,24101,indiana,IN,2016
5516,whitley,18183,33292,indiana,IN,2010
5517,whitley,18183,33354,indiana,IN,2011
5518,whitley,18183,33332,indiana,IN,2012
5519,whitley,18183,33280,indiana,IN,2013
5520,whitley,18183,33439,indiana,IN,2014
5521,whitley,18183,33444,indiana,IN,2015
5522,whitley,18183,33484,indiana,IN,2016
5523,adair,19001,7682,iowa,IA,2010
5524,adair,19001,7545,iowa,IA,2011
5525,adair,19001,7468,iowa,IA,2012
5526,adair,19001,7387,iowa,IA,2013
5527,adair,19001,7367,iowa,IA,2014
5528,adair,19001,7141,iowa,IA,2015
5529,adair,19001,7010,iowa,IA,2016
5530,adams,19003,4029,iowa,IA,2010
5531,adams,19003,3994,iowa,IA,2011
5532,adams,19003,3909,iowa,IA,2012
5533,adams,19003,3892,iowa,IA,2013
5534,adams,19003,3878,iowa,IA,2014
5535,adams,19003,3753,iowa,IA,2015
5536,adams,19003,3716,iowa,IA,2016
5537,allamakee,19005,14330,iowa,IA,2010
5538,allamakee,19005,14208,iowa,IA,2011
5539,allamakee,19005,14136,iowa,IA,2012
5540,allamakee,19005,14051,iowa,IA,2013
5541,allamakee,19005,14044,iowa,IA,2014
5542,allamakee,19005,13852,iowa,IA,2015
5543,allamakee,19005,13869,iowa,IA,2016
5544,appanoose,19007,12887,iowa,IA,2010
5545,appanoose,19007,12846,iowa,IA,2011
5546,appanoose,19007,12706,iowa,IA,2012
5547,appanoose,19007,12650,iowa,IA,2013
5548,appanoose,19007,12667,iowa,IA,2014
5549,appanoose,19007,12570,iowa,IA,2015
5550,appanoose,19007,12497,iowa,IA,2016
5551,audubon,19009,6119,iowa,IA,2010
5552,audubon,19009,6003,iowa,IA,2011
5553,audubon,19009,5865,iowa,IA,2012
5554,audubon,19009,5861,iowa,IA,2013
5555,audubon,19009,5769,iowa,IA,2014
5556,audubon,19009,5712,iowa,IA,2015
5557,audubon,19009,5635,iowa,IA,2016
5558,benton,19011,26076,iowa,IA,2010
5559,benton,19011,26079,iowa,IA,2011
5560,benton,19011,25836,iowa,IA,2012
5561,benton,19011,25706,iowa,IA,2013
5562,benton,19011,25630,iowa,IA,2014
5563,benton,19011,25611,iowa,IA,2015
5564,benton,19011,25641,iowa,IA,2016
5565,black hawk,19013,131090,iowa,IA,2010
5566,black hawk,19013,131470,iowa,IA,2011
5567,black hawk,19013,131794,iowa,IA,2012
5568,black hawk,19013,132781,iowa,IA,2013
5569,black hawk,19013,133123,iowa,IA,2014
5570,black hawk,19013,133435,iowa,IA,2015
5571,black hawk,19013,132813,iowa,IA,2016
5572,boone,19015,26306,iowa,IA,2010
5573,boone,19015,26286,iowa,IA,2011
5574,boone,19015,26137,iowa,IA,2012
5575,boone,19015,26283,iowa,IA,2013
5576,boone,19015,26282,iowa,IA,2014
5577,boone,19015,26439,iowa,IA,2015
5578,boone,19015,26419,iowa,IA,2016
5579,bremer,19017,24276,iowa,IA,2010
5580,bremer,19017,24376,iowa,IA,2011
5581,bremer,19017,24491,iowa,IA,2012
5582,bremer,19017,24573,iowa,IA,2013
5583,bremer,19017,24674,iowa,IA,2014
5584,bremer,19017,24761,iowa,IA,2015
5585,bremer,19017,24784,iowa,IA,2016
5586,buchanan,19019,20958,iowa,IA,2010
5587,buchanan,19019,20911,iowa,IA,2011
5588,buchanan,19019,20998,iowa,IA,2012
5589,buchanan,19019,21027,iowa,IA,2013
5590,buchanan,19019,21135,iowa,IA,2014
5591,buchanan,19019,21109,iowa,IA,2015
5592,buchanan,19019,21034,iowa,IA,2016
5593,buena vista,19021,20260,iowa,IA,2010
5594,buena vista,19021,20282,iowa,IA,2011
5595,buena vista,19021,20562,iowa,IA,2012
5596,buena vista,19021,20612,iowa,IA,2013
5597,buena vista,19021,20551,iowa,IA,2014
5598,buena vista,19021,20302,iowa,IA,2015
5599,buena vista,19021,20268,iowa,IA,2016
5600,butler,19023,14867,iowa,IA,2010
5601,butler,19023,14969,iowa,IA,2011
5602,butler,19023,14977,iowa,IA,2012
5603,butler,19023,14978,iowa,IA,2013
5604,butler,19023,14958,iowa,IA,2014
5605,butler,19023,14880,iowa,IA,2015
5606,butler,19023,14687,iowa,IA,2016
5607,calhoun,19025,9670,iowa,IA,2010
5608,calhoun,19025,10062,iowa,IA,2011
5609,calhoun,19025,9909,iowa,IA,2012
5610,calhoun,19025,9898,iowa,IA,2013
5611,calhoun,19025,9839,iowa,IA,2014
5612,calhoun,19025,9790,iowa,IA,2015
5613,calhoun,19025,9799,iowa,IA,2016
5614,carroll,19027,20816,iowa,IA,2010
5615,carroll,19027,20853,iowa,IA,2011
5616,carroll,19027,20651,iowa,IA,2012
5617,carroll,19027,20538,iowa,IA,2013
5618,carroll,19027,20496,iowa,IA,2014
5619,carroll,19027,20420,iowa,IA,2015
5620,carroll,19027,20366,iowa,IA,2016
5621,cass,19029,13956,iowa,IA,2010
5622,cass,19029,13764,iowa,IA,2011
5623,cass,19029,13699,iowa,IA,2012
5624,cass,19029,13569,iowa,IA,2013
5625,cass,19029,13394,iowa,IA,2014
5626,cass,19029,13349,iowa,IA,2015
5627,cass,19029,13180,iowa,IA,2016
5628,cedar,19031,18499,iowa,IA,2010
